"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_1009","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Leptosphaeria",NA
"ASV_1012","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium","s__cygneicollum"
"ASV_1017","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA
"ASV_1018","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Acericola","s__italica"
"ASV_1020","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia",NA
"ASV_1021","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,NA
"ASV_1022",NA,NA,NA,NA,NA,NA,NA
"ASV_1023","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__atrosanguineum"
"ASV_1027","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Stachylidium",NA
"ASV_1028","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia",NA
"ASV_1031","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Tremella","s__moriformis"
"ASV_1032","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Neohendersonia","s__kickxii"
"ASV_1033","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,"g__Parapyrenochaeta","s__acaciae"
"ASV_1035","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline",NA
"ASV_1037",NA,NA,NA,NA,NA,NA,NA
"ASV_1038","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma",NA
"ASV_1040","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Candelariales","f__Candelariaceae","g__Candelaria","s__fibrosa"
"ASV_1041","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta",NA
"ASV_1043","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia",NA
"ASV_1044","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae",NA,NA
"ASV_1046","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Hypholoma","s__lateritium"
"ASV_1047","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_1049",NA,NA,NA,NA,NA,NA,NA
"ASV_1050","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"ASV_1051","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,NA
"ASV_1053","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Physcia","s__millegrana"
"ASV_1057","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__dimennae"
"ASV_1063",NA,NA,NA,NA,NA,NA,NA
"ASV_1065","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_1072",NA,NA,NA,NA,NA,NA,NA
"ASV_1076",NA,NA,NA,NA,NA,NA,NA
"ASV_1077","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA
"ASV_1078","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Neonectria","s__faginata"
"ASV_1079","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__penicillioides"
"ASV_1080","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae","g__Bacidina",NA
"ASV_1082","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA
"ASV_1083","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_1085","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Neonectria","s__faginata"
"ASV_1091","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecanora",NA
"ASV_1100","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"ASV_1104","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae",NA,NA
"ASV_1105","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1106","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1110","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Coniothyriaceae",NA,NA
"ASV_1111",NA,NA,NA,NA,NA,NA,NA
"ASV_1116","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_1117","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1120",NA,NA,NA,NA,NA,NA,NA
"ASV_1121","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Occultibambusaceae","g__Brunneofusispora","s__sinensis"
"ASV_1122","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_1126",NA,NA,NA,NA,NA,NA,NA
"ASV_1129","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"ASV_1130","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiaceae","g__Myriangium","s__duriaei"
"ASV_1132",NA,NA,NA,NA,NA,NA,NA
"ASV_1135","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1136","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_1138","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Physcia","s__millegrana"
"ASV_1143","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_1144","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA
"ASV_1145","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_1147","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"ASV_1148","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Veronaea",NA
"ASV_1149",NA,NA,NA,NA,NA,NA,NA
"ASV_1150","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__asperus"
"ASV_1154","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Pholiota","s__lenta"
"ASV_1157",NA,NA,NA,NA,NA,NA,NA
"ASV_1159","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Murilentithecium",NA
"ASV_1160",NA,NA,NA,NA,NA,NA,NA
"ASV_1162","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Apodus",NA
"ASV_1170","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliales_fam_Incertae_sedis","g__Lecophagus",NA
"ASV_1171","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Trichopeziza","s__mollissima"
"ASV_1172","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Gibellulopsis","s__nigrescens"
"ASV_1173","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_1176","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1178","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Micareaceae","g__Micarea","s__czarnotae"
"ASV_1183","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV_1184","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes",NA,NA,NA,NA
"ASV_1199",NA,NA,NA,NA,NA,NA,NA
"ASV_1200","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Serpulaceae","g__Serpula","s__himantioides"
"ASV_1201","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dacampiaceae","g__Eopyrenula","s__leucoplaca"
"ASV_1207","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Epibryaceae","g__Epibryon","s__interlamellare"
"ASV_1209",NA,NA,NA,NA,NA,NA,NA
"ASV_1210","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia","s__euonymi"
"ASV_1216","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Ophiocordyceps","s__sessilis"
"ASV_1217","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia",NA
"ASV_1218","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1227","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae",NA,NA
"ASV_1228","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Arthoniales","f__Opegraphaceae","g__Opegrapha","s__vermicellifera"
"ASV_1229","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae",NA,NA
"ASV_1233","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes",NA,NA,NA,NA
"ASV_1235","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"ASV_1239","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Trechispora",NA
"ASV_1241","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Scopuloides","s__hydnoides"
"ASV_1242","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae",NA,NA
"ASV_1248","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__sideris"
"ASV_1254",NA,NA,NA,NA,NA,NA,NA
"ASV_1256","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricomycetes_ord_Incertae_sedis","f__Agaricomycetes_fam_Incertae_sedis","g__Dendrothele","s__griseocana"
"ASV_1257","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae","g__Powellomyces",NA
"ASV_1262","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_1265","k__Fungi","p__Ascomycota","c__Orbiliomycetes",NA,NA,NA,NA
"ASV_1266","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"ASV_1267","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae",NA,NA
"ASV_1270","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae","g__Lecania","s__furfuracea"
"ASV_1272","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__colostri"
"ASV_1277",NA,NA,NA,NA,NA,NA,NA
"ASV_1280","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1300","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Retiarius",NA
"ASV_1316","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus",NA
