"ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species","Genus.join","primary","secondary"
"ASV_725","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae","g__Lecania","s__croatica","Lecania","lichenized",""
"ASV_726","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae",NA,NA,NA,NA,NA
"ASV_727","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_730","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae",NA,NA,NA,NA,NA
"ASV_731","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Acericola","s__italica","Acericola","wood_saprotroph",""
"ASV_732","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae",NA,NA,NA,NA,NA
"ASV_735","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_736","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Hirsutella","s__lecaniicola","Hirsutella","animal_parasite","animal_decomposer"
"ASV_740","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_742","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_746","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia","s__pseudoamericana","Devriesia","plant_pathogen","litter_saprotroph"
"ASV_748","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Togniniales","f__Togniniaceae","g__Phaeoacremonium",NA,"Phaeoacremonium","plant_pathogen",""
"ASV_749","k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_751","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiales_fam_Incertae_sedis","g__Endosporium",NA,"Endosporium","litter_saprotroph",""
"ASV_755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_759","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Plenodomus","s__biglobosus","Plenodomus","plant_pathogen","litter_saprotroph"
"ASV_762","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,NA,NA,NA
"ASV_763","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_764","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_765","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_767","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Arthrobotrys","s__psychrophila","Arthrobotrys","animal_parasite","wood_saprotroph"
"ASV_769","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Neonectria","s__faginata","Neonectria","plant_pathogen",""
"ASV_771","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA,"Rhinocladiella","soil_saprotroph","animal_parasite"
"ASV_773","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_776","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Lycoperdon","s__pyriforme","Lycoperdon","litter_saprotroph",""
"ASV_777","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,NA,NA,NA
"ASV_779","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Hysteriales","f__Hysteriaceae","g__Hysterium",NA,"Hysterium","wood_saprotroph",""
"ASV_785","k__Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_787","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaeta",NA,"Pyrenochaeta","wood_saprotroph",""
"ASV_788","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_791","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,NA,NA,NA
"ASV_793","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Gliomastix","s__tumulicola","Gliomastix","unspecified_saprotroph",""
"ASV_794","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Acremonium","s__furcatum","Acremonium","unspecified_saprotroph","foliar_endophyte"
"ASV_796","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiaceae","g__Antennariella","s__placitae","Antennariella","sooty_mold","litter_saprotroph"
"ASV_798","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,NA,NA,NA
"ASV_799","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora",NA,"Cyphellophora","litter_saprotroph","animal_parasite"
"ASV_802","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Didymella","s__bellidis","Didymella","plant_pathogen","litter_saprotroph"
"ASV_803","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA,"Rhinocladiella","soil_saprotroph","animal_parasite"
"ASV_804","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_806","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__chaetospira","Cladophialophora","soil_saprotroph","root_endophyte_dark_septate"
"ASV_807","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Nematogonum","s__ferrugineum","Nematogonum","mycoparasite","fungal_decomposer"
"ASV_808","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_811","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae",NA,NA,NA,NA,NA
"ASV_814","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Gibellulopsis","s__nigrescens","Gibellulopsis","plant_pathogen","litter_saprotroph"
"ASV_817","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_819","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_821","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_823","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA,NA,NA,NA
"ASV_824","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Amphisphaeriaceae","g__Brachysporiella","s__navarrica","Brachysporiella","wood_saprotroph",""
"ASV_825","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae",NA,NA,NA,NA,NA
"ASV_827","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia","s__pseudoamericana","Devriesia","plant_pathogen","litter_saprotroph"
"ASV_828","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiaceae",NA,NA,NA,NA,NA
"ASV_830","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__heimaeyensis","Vishniacozyma","soil_saprotroph",""
"ASV_833","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_835","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Occultibambusaceae","g__Brunneofusispora","s__sinensis","Brunneofusispora","wood_saprotroph",""
"ASV_836","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Synfenestella",NA,"Synfenestella","plant_pathogen",""
"ASV_837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_844","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Tripospermum","s__infalcatum","Tripospermum","litter_saprotroph",""
"ASV_845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_847","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae",NA,NA,NA,NA,NA
"ASV_848","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanoromycetes_ord_Incertae_sedis","f__Lecanoromycetes_fam_Incertae_sedis",NA,NA,NA,NA,NA
"ASV_849","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_850","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_858","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusicolla","s__violacea","Fusicolla","mycoparasite","fungal_decomposer"
"ASV_860","k__Fungi","p__Ascomycota","c__Orbiliomycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_861","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Stictidaceae","g__Cryptodiscus",NA,"Cryptodiscus","lichen_parasite","fungal_decomposer"
"ASV_862","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA,"Cladophialophora","soil_saprotroph","root_endophyte_dark_septate"
"ASV_863","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__sphaerospermum","Cladosporium","litter_saprotroph","plant_pathogen"
"ASV_865","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,NA,NA,NA
"ASV_866","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae",NA,NA,NA,NA,NA
"ASV_868","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,NA,NA,NA
"ASV_871","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,NA,NA,NA
"ASV_873","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__chaetospira","Cladophialophora","soil_saprotroph","root_endophyte_dark_septate"
"ASV_874","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_876","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_878","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__schmuckeri","Mortierella","soil_saprotroph","root-associated"
"ASV_879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_881","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Coniothyriaceae","g__Coniothyrium",NA,"Coniothyrium","plant_pathogen","litter_saprotroph"
"ASV_882","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,NA,NA,NA
"ASV_884","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae",NA,NA,NA,NA,NA
"ASV_886","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,NA,NA,NA
"ASV_887","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae",NA,NA,NA,NA,NA
"ASV_888","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Acericola","s__italica","Acericola","wood_saprotroph",""
"ASV_891","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia","s__pseudoamericana","Devriesia","plant_pathogen","litter_saprotroph"
"ASV_892","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_894","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA,"Taphrina","plant_pathogen",""
"ASV_900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_902","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae",NA,NA,NA,NA,NA
"ASV_904","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae",NA,NA,NA,NA,NA
"ASV_905","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Microcera","s__larvarum","Microcera","animal_parasite","animal_decomposer"
"ASV_909","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Fuscostagonospora","s__banksiae","Fuscostagonospora","wood_saprotroph",""
"ASV_912","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Veronaea","s__japonica","Veronaea","plant_pathogen","litter_saprotroph"
"ASV_913","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Calosphaeriales","f__Calosphaeriaceae","g__Jattaea",NA,"Jattaea","unspecified_saprotroph",""
"ASV_914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_916","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Uzbekistanica","s__yakutkhanika","Uzbekistanica","wood_saprotroph",""
"ASV_921","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Calosphaeriales","f__Pleurostomataceae","g__Pleurostoma",NA,"Pleurostoma","wood_saprotroph",""
"ASV_924","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__foliicola","Vishniacozyma","soil_saprotroph",""
"ASV_929","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium",NA,"Paraconiothyrium","wood_saprotroph",""
"ASV_930","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium",NA,"Paraconiothyrium","wood_saprotroph",""
"ASV_931","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Pleurophoma",NA,"Pleurophoma","plant_pathogen","wood_saprotroph"
"ASV_932","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Mycopappus",NA,"Mycopappus","plant_pathogen",""
"ASV_935","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_936","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria",NA,"Neocucurbitaria","unspecified_saprotroph",""
"ASV_939","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__glandicola","Penicillium","unspecified_saprotroph","foliar_endophyte"
"ASV_940","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Cistella",NA,"Cistella","wood_saprotroph","litter_saprotroph"
"ASV_941","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae",NA,NA,NA,NA,NA
"ASV_943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_947","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Hirsutella",NA,"Hirsutella","animal_parasite","animal_decomposer"
"ASV_948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_954","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Cryptococcus",NA,"Cryptococcus","unspecified_saprotroph","foliar_endophyte"
"ASV_955","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae",NA,NA,NA,NA,NA
"ASV_956","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Acericola","s__italica","Acericola","wood_saprotroph",""
"ASV_957","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae",NA,NA,NA,NA,NA
"ASV_958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_960","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meripilaceae",NA,NA,NA,NA,NA
"ASV_962","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__vachelliae","Neocucurbitaria","unspecified_saprotroph",""
"ASV_963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_965","k__Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_970","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Capnobotryella","s__renispora","Capnobotryella","litter_saprotroph","rock-inhabiting"
"ASV_973","k__Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_976","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_977","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Melanopsamma","s__pomiformis","Melanopsamma","wood_saprotroph",""
"ASV_979","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_983","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_984","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA,"Exophiala","animal_parasite","litter_saprotroph"
"ASV_985","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Melanconidaceae","g__Prosthecium","s__acerinum","Prosthecium","wood_saprotroph",""
"ASV_986","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA,NA,NA,NA
"ASV_988","k__Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_989","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_991","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiaceae","g__Myriangium",NA,"Myriangium","animal_parasite","animal_decomposer"
"ASV_994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_999","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA,"Rhinocladiella","soil_saprotroph","animal_parasite"
"ASV_1001","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,NA,NA,NA
"ASV_1002","k__Fungi","p__Basidiomycota","c__Microbotryomycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_1003","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_1005","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Platystomum","s__crataegi","Platystomum","wood_saprotroph",""
"ASV_1008","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Gibellulopsis","s__piscis","Gibellulopsis","plant_pathogen","litter_saprotroph"
"ASV_1009","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Leptosphaeria",NA,"Leptosphaeria","plant_pathogen","wood_saprotroph"
"ASV_1012","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium","s__cygneicollum","Curvibasidium","wood_saprotroph","litter_saprotroph"
"ASV_1017","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA,"Rhinocladiella","soil_saprotroph","animal_parasite"
"ASV_1018","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Acericola","s__italica","Acericola","wood_saprotroph",""
"ASV_1020","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia",NA,"Orbilia","wood_saprotroph","animal_parasite"
"ASV_1021","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,NA,NA,NA,NA
"ASV_1022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_1023","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__atrosanguineum","Penicillium","unspecified_saprotroph","foliar_endophyte"
"ASV_1027","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Stachylidium",NA,"Stachylidium","animal_parasite","animal_decomposer"
"ASV_1028","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia",NA,"Devriesia","plant_pathogen","litter_saprotroph"
"ASV_1031","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Tremella","s__moriformis","Tremella","mycoparasite",""
"ASV_1032","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Neohendersonia","s__kickxii","Neohendersonia","wood_saprotroph",""
"ASV_1033","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,"g__Parapyrenochaeta","s__acaciae","Parapyrenochaeta","wood_saprotroph",""
"ASV_1035","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline",NA,"Cryptocline","plant_pathogen",""
"ASV_1037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_1038","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma",NA,"Fonsecazyma","unspecified_saprotroph",""
"ASV_1040","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Candelariales","f__Candelariaceae","g__Candelaria","s__fibrosa","Candelaria","lichenized",""
"ASV_1041","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta",NA,"Coniochaeta","unspecified_saprotroph","foliar_endophyte"
"ASV_1043","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia",NA,"Devriesia","plant_pathogen","litter_saprotroph"
"ASV_1044","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae",NA,NA,NA,NA,NA
"ASV_1046","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Hypholoma","s__lateritium","Hypholoma","wood_saprotroph",""
"ASV_1047","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,NA,NA,NA
"ASV_1049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_1050","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,NA,NA,NA
"ASV_1051","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,NA,NA,NA,NA
"ASV_1053","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Physcia","s__millegrana","Physcia","lichenized",""
"ASV_1057","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__dimennae","Vishniacozyma","soil_saprotroph",""
"ASV_1063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_1065","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_1072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_1076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_1077","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,NA,NA,NA
"ASV_1078","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Neonectria","s__faginata","Neonectria","plant_pathogen",""
"ASV_1079","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__penicillioides","Penicillium","unspecified_saprotroph","foliar_endophyte"
"ASV_1080","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae","g__Bacidina",NA,"Bacidina","lichenized",""
"ASV_1082","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,NA,NA,NA
"ASV_1083","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_1085","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Neonectria","s__faginata","Neonectria","plant_pathogen",""
"ASV_1091","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecanora",NA,"Lecanora","lichenized",""
"ASV_1100","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,NA,NA,NA
"ASV_1104","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae",NA,NA,NA,NA,NA
"ASV_1105","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_1106","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
